问题,答案,参考,us3路径
2020年长城汽车实施的‘一车一品牌一公司’组织变革，其预期效果及现阶段所遇到的问题有哪些？,长城汽车2020年实施的‘一车一品牌一公司’架构，旨在通过独立运营哈弗、魏牌、欧拉、坦克等品牌提升品牌独立性和竞争力，并通过‘小前台、大中台、强后台’架构及作战单元模式快速响应市场。该变革未完全达到预期效果，尽管如坦克品牌取得成功，但牺牲了一部分新能源领域渗透率和哈弗品牌竞争力。,我们认为，由于国内市场竞争激烈和企业文化的根深蒂固，这些变革并未完全达到预期效果，尽管长城汽车在变革中取得了一些成效，如坦克品牌的成功，但是牺牲了一部分新能源领域的渗透率和哈弗品牌的竞争力。,pdf/2024-12-12/email_b873732e-c9f9-5f02-b517-b4525fc29956.md
2023-2025年长城汽车的归母净利润及增速分别为多少？,长城汽车在2023年、2024年、2025年的归母净利润预测分别为70.2亿元、125.1亿元和168.1亿元，归母净利润增速分别为-15%、78%和34%。,601238.SH 长城汽车* 8.97 929 3.1 0.8 70.2 125.1 168.1 -15% 78% 34% 21 32 14,pdf/2024-12-12/email_b873732e-c9f9-5f02-b517-b4525fc29956.md
华创证券预计2025年全国商品房销售面积和销售金额将分别达到多少？同比增速是多少？,华创证券预计2025年全国商品房销售面积为8.8亿平米，同比下滑9.8%；商品房销售金额为8.6万亿元，同比下滑10.8%。,基于拿地金额拟合销售，预测2025年商品房销售面积、销售金额分别为8.8亿平、8.6万亿元，同比-9.8%、-10.8%。,pdf/2024-12-12/email_76d2c33c-1fcc-52ef-ab7e-760def35fa99.md
华创证券测算，2024年某典型房企新增土地储备项目的利润率约为多少？,华创证券测算，2024年某典型房企新增土地储备项目利润率在7-8%。,我们对某典型房企2024年新增土储进行利润测算，其1-10月新增土储总价约454亿元，其中10座核心城市占比约78%，总可售货值约778亿元，拿地平均溢价率达16%，拿地净利润率在7-8%。,pdf/2024-12-12/email_76d2c33c-1fcc-52ef-ab7e-760def35fa99.md
华创证券建议重点关注哪些房地产企业？,华创证券建议重点关注绿城中国、华润置地、中国海外发展、华润万象生活、贝壳-W、城建发展、天地源、中新集团。,建议重点关注绿城中国、华润置地、中国海外发展、华润万象生活、贝壳-W、城建发展、天地源、中新集团。,pdf/2024-12-12/email_76d2c33c-1fcc-52ef-ab7e-760def35fa99.md
2024年1-10月万科A的投资评级是什么，该评级依据什么市场表现标准？,2024年1-10月，万科A的投资评级为“优于大市”。该评级标准是预期个股相对基准指数（A股以海通综指为基准）涨幅在10%以上。,投资建议：维持“优于大市”评级。我们认为市场稳增长的大环境没有改变，优质公司相对其它房企的优势和价值将会越加突出。建议关注：1）开发类：A股-万科A、保利发展、招商蛇口、金地集团；H股-中国海外发展...以报告发布后的6个月内的市场表现为比较标准，报告发布日后6个月内的公司股价（或行业指数）的涨跌幅相对同期市场基准指数的涨跌幅；类别 股票投资评级 优于大市 预期个股相对基准指数涨幅在10%以上；,pdf/2024-12-12/email_2fa0f63b-0790-5aa8-8c46-340c35320bef.md
中国神华(601088.SH)2024-2026年归母净利润及每股收益（EPS）分别预测为多少？,中国神华2024-2026年归母净利润分别为583.8亿元、608.3亿元、638.1亿元，折合EPS为2.94元、3.06元、3.21元。,我们预计公司2024-2026年归母净利润为583.8亿元、608.3亿元、638.1亿元，折合EPS为2.94元、3.06元、3.21元，当前股价对应PE为14、14、13倍，首次覆盖给予“增持”评级。,pdf/2024-12-12/email_42e9b95d-72d4-5e3b-9252-25df4332ef95.md
中国神华(601088.SH)2024-2026年对应的PE估值分别是多少？,中国神华2024-2026年当前股价对应PE估值分别为14、14、13倍。,当前股价对应PE为14、14、13倍，首次覆盖给予“增持”评级。,pdf/2024-12-12/email_42e9b95d-72d4-5e3b-9252-25df4332ef95.md
2025年比亚迪的新能源乘用车销量预计是多少，同比增长多少？,2025年比亚迪的新能源乘用车销量预计为510万辆，同比增长18%。,表36:2025年新能源分车企销量预测（万辆，%） 比亚迪 2024E 431，2025E 510，2025增速 18%。,pdf/2024-12-12/email_af5f80b3-02c6-5e69-bbcf-ac4c8b3bb066.md
华创证券2025年A股汽车零部件板块营收和净利润的同比增速分别是多少？,预计2025年A股汽车零部件板块营收同比增长18%，净利润同比增长16%。,我们预计2025年A股汽车零部件板块的营收增速有望实现1.5万亿元、同比增长18%。……我们估计2025年板块利润率同比持平，估计A股汽车零部件板块净利873亿元、同比+16%，优秀的公司表现还会更好。,pdf/2024-12-12/email_af5f80b3-02c6-5e69-bbcf-ac4c8b3bb066.md
2023年中控技术发布了哪些股权变动相关公告，涉及股数及占比情况？,"2023年中控技术发布了关于2019年第一期员工持股计划减持完毕的公告，减持公司2,963.3016万股股票，占公司现有总股本的3.75%。","近日，公司收到受托资管机构通知，公司本期员工持股计划所持有的公司2,963.3016万股股票已于2024年4月25日至2024年11月15日通过大宗交易及二级市场集中竞价方式全部出售完毕，占公司现有总股本的3.75%。",pdf/2024-12-12/email_9da945b6-e59f-54f6-9fc3-be797fa17e33.md
科大讯飞2023年归母净利润和市盈率（PE）分别是多少？,科大讯飞2023年归母净利润为6.6亿元，2023年市盈率为186.6。,股票代码002230，科大讯飞，归母净利润2023年6.6亿元，PE 2023年186.6。,pdf/2024-12-12/email_9da945b6-e59f-54f6-9fc3-be797fa17e33.md
截至2024年11月20日，海信视像公司在全球电视市场的占有率是多少？,截至2024年，海信与TCL合计全球市场占有率由2018年的15.1%提升至21.1%。,据欧睿，2018年至今，三星、LG全球合计占有率则由34.4%下滑至30.9%，而海信+TCL合计占有率则由15.1%提升至21.1%，近两年有提速趋势。,pdf/2024-12-12/email_1f58dd48-7e5a-582e-afe3-e993ca1fe3b9.md
2024年9月以来，海信视像公司在国内电视市场的线上、线下销售额同比增速如何？,2024年9月以来，海信视像公司电视线上销售额同比增长78%，线下销售额同比增长49%。,据奥维云网，9月以来（W35-43）电视线上、线下销额同比+78%、49%，高端化、大屏化加速演绎，四季度黑电消费有望继续升温。,pdf/2024-12-12/email_1f58dd48-7e5a-582e-afe3-e993ca1fe3b9.md
截至2024年第三季度，国信证券公司股息率分别在2022年底、2023年底和2024年9月30日各是多少？,2022/12/31股息率为5.6%，2023/12/31股息率为3.2%，2024/9/30股息率为2.3%。,002736.SZ 国信证券 非银金融 1133 17.6 5.6 3.2 2.3,pdf/2024-12-12/email_cd5fd1b0-97d2-554b-a056-75ee5b5fc2ec.md
华友钻业发布的关于“华友转债”可选择回售公告的要点有哪些，对投资者有何提示？,华友钻业公告称“华友转债”回售价格为100.44元/张（含当期利息），回售期为2024年11月18日至22日，资金发放日为11月27日。回售期内“华友转债”停止转股，但继续交易。值得注意的是，目前“华友转债”收盘价高于回售价格，选择回售可能带来损失。,浙江华友钻业股份有限公司发布关于“华友转债”可选择回售的第二次提示性公告，宣布回售价格为100.44元/张（含当期利息），回售期为2024年11月18日至22日，资金发放日为11月27日。……投资者需注意，目前“华友转债”收盘价高于回售价格，选择回售可能带来损失。,pdf/2024-12-12/email_eb3ca7d1-ed16-5ebc-84d8-1bea0674539f.md
盛新锂能控股股东盛屯集团因换股导致的持股比例变化是多少？对公司控制权造成什么影响？,盛新锂能控股股东盛屯集团因非公开发行可交换公司债券持有人换股，持股比例减少1.95%。此次变动未导致公司控制权变化，对公司治理结构及持续经营无影响。,盛新锂能集团股份有限公司公告，其控股股东盛屯集团因非公开发行的可交换公司债券持有人换股，导致盛屯集团及其一致行动人合计持股比例减少1.95%。此次变动未导致公司控制权变化，对公司治理结构及持续经营无影响。,pdf/2024-12-12/email_eb3ca7d1-ed16-5ebc-84d8-1bea0674539f.md
2024年第三季度，美的集团作为家用电器行业的抱团股，其被主动权益基金抱团的情况如何？,美的集团属于家用电器行业，是目前主动权益基金重点抱团的股票之一。家用电器行业在2024年第三季度处于抱团强度和持仓话语权双高的象限，美的集团是该行业中重点关注的标的。,家用电器抱团股：美的集团、格力电器、海尔智家等，这些股票是目前行业中重点关注的标的。...我们认为，应重点关注以上股票在未来的表现和持仓变化情况。,pdf/2024-12-12/email_9b6a289d-3f23-5ef4-9fdd-2e776a2dcf65.md
包钢股份参与组建合资公司的出资金额及持股比例是多少？,包钢股份以公司资产和购买控股子公司内蒙古包钢稀土钢板材有限责任公司资产出资约14.98亿元，持股比例为46.02%。,包钢股份以公司资产和购买控股子公司内蒙古包钢稀土钢板材有限责任公司（以下简称“稀土钢板材公司”）资产出资约14.98亿元，持股比例为46.02%；稀土钢板材公司向合资公司转让部分资产，总计约3.00亿元。,pdf/2024-12-12/email_95259eff-3254-5a7a-8604-9efd52924e22.md
东方电缆2024年在海缆领域中标的主要项目及金额各是多少？,东方电缆2024年中标的主要海缆项目及金额为：1）中能建广东院三峡阳江青洲五、七土500kV直流海底电缆EPC项目，中标金额约15.14亿元；2）中广核阳江帆石一三芯500kV海底电缆EPC项目，中标金额约17.08亿元；3）中能建嵊泗220kV海底电缆项目，中标金额约5.48亿元；4）华润连江66kV海底电缆EPC项目，中标金额约2.16亿元。,事件：2024年11月21日晚，东方电缆发布海缆中标相关公告，合计中标金额约40亿元：1）中能建广东院三峡阳江青洲五、七土500kV直流海底电缆EPC项目，中标金额约15.14亿元；2）中广核阳江帆石一三芯500kV海底电缆EPC项目，中标金额约17.08亿元；3）中能建嵊泗220kV海底电缆项目，中标金额约5.48亿元；4）华润连江66kV海底电缆EPC项目，中标金额约2.16亿元。,pdf/2024-12-12/email_4a84de9c-f4f1-5e92-ae27-3214b47925e3.md
东方电缆未来三年的归母净利润预测分别是多少？,东方电缆预计2024-2026年归母净利润分别为12.06亿元、18.61亿元和22.21亿元。,我们维持原盈利预测，预计公司24-26年实现归母净利润12.06/18.61/22.21亿元。,pdf/2024-12-12/email_4a84de9c-f4f1-5e92-ae27-3214b47925e3.md
东方电缆扩大海外市场的最新举措及投资金额是多少？,东方电缆拟在中国香港设立全资子公司香港东方国际有限公司，并在英国设立由其全资控股的东方电缆（英国）有限公司，合计投资金额约0.69亿元人民币。,公司积极落实国际化发展战略，拟在中国香港设立全资子公司香港东方国际有限公司，并在英国设立由其全资控股的东方电缆（英国）有限公司，合计投资金额约0.69亿元人民币。,pdf/2024-12-12/email_4a84de9c-f4f1-5e92-ae27-3214b47925e3.md
2024年11月15日至11月22日期间，海通证券金融工程团队构建的进取组合和平衡组合的周收益率分别是多少？它们相对于中证500指数的超额收益情况如何？,上周（2024年11月15日至2024年11月22日），进取组合、平衡组合的周收益率分别为-2.60%、-1.26%；进取组合、平衡组合相对中证500指数超额收益为0.34%、1.68%。,上周（2024年11月15日至2024年11月22日，下同），进取组合、平衡组合的周收益率分别为-2.60%、-1.26%；同期，主要宽基指数上证50指数、沪深300指数、中证500指数、中证1000指数的周收益率分别为-2.62%、-2.60%、-2.94%、-1.55%。上周，进取组合、平衡组合相对中证500指数超额收益为0.34%、1.68%。,pdf/2024-12-12/email_f472b392-be22-559c-bdad-ead07bbaccb6.md
2024年以来截至11月22日，海通证券金融工程团队的沪深300增强组合、中证500增强组合和中证1000增强组合的累计收益率分别是多少？,2024年以来，沪深300增强组合累计收益率为20.15%，中证500增强组合累计收益率为9.75%，中证1000增强组合累计收益率为5.47%。,2024年以来，沪深300增强组合累计收益率为20.15%，同期沪深300指数收益率为12.67%，超额收益为7.49%；中证500增强组合累计收益率为9.75%，同期中证500指数收益率为5.91%，超额收益为3.84%；中证1000增强组合累计收益率为5.47%，同期中证1000指数收益率为2.43%，超额收益为3.04%。,pdf/2024-12-12/email_f472b392-be22-559c-bdad-ead07bbaccb6.md
